Title|Bechdel
The Expendables 2|True
Extracted|False
The Factory|True
Fast Girls|True
Fat Kid Rules the World|False
Fin|True
The Five-Year Engagement|True
Flight|True
Flukt|True
For a Good Time, Call...|True
Foreign Letters|True
Four Assassins|False
Frances Ha|True
Frankenweenie|False
Future Weather|True
Gambit|False
Game Change|True
Gayby|True
The Giant Mechanical Man|True
Ginger and Rosa|True
Girl in Progress|True
Girl Vs. Monster|True
Girls Und Panzer|True
Golden Winter|False
Gone|True
Good Vibrations|True
Goodbye|True
Grabbers|True
Greetings from Tim Buckley|False
The Grey|False
The Guilt Trip|True
Gyo|True
Halo 4: Forward Unto Dawn|True
Hannah Arendt|True
Hannibal|True
The Happy Caterpillars|False
The Haunting of Whaley House|True
Hemingway & Gellhorn|False
Heruta sukeruta|True
The History of Future Folk|False
Hit and Run|True
Hitchcock|False
The Hobbit: An Unexpected Journey|False
Holy Motors|False
Hope Springs|True
Hotel Transylvania|True
House at the End of the Street|True
The Hunger Games|True
Hyde Park on Hudson|False
I Belong|True
If I Were You|True
Ill Manors|True
The Impossible|False
In The Dark Half|True
Inch'Allah|True
Interview with a Hitman|False
Iron Sky|True
It's a Disaster|True
Jack and Diane|True
Jack Reacher|False
Jagten|False
Jayne Mansfield's Car|True
John Carter|True
John Dies at the End|False
Journey to the Christmas Star|True
Kahaani|True
Kapringen|False
The Key and the Frame|True
Kill 'em All|False
Killer Joe|False
Killing Them Softly|False
Kiss of the Damned|True
Klip|True
Ko-ri-a|True
Kon-Tiki|False
L'enfant d'en haut|False
La cinquieme saison|True
Lake Effects|True
Lawless|False
Le grand soir|False
Le prenom|True
Liberal Arts|False
Life of Pi|False
Lincoln|True
The Lizzie Bennet Diaries|True
Lola Versus|True
Looper|False
The Lorax|False
The Lords of Salem|True
Lore|True
The Lucky One|True
Madagascar 3: Europe's Most Wanted|False
Magic Mike|True
The Magic of Belle Isle|True
The Making of a Lady|True
Man on a Ledge|False
The Man with the Iron Fists|False
The Master|False
Men in Black III|False
Mental|True
Mine Games|True
Mirror Mirror|True
Monster High: Ghoul's Rule|True
Moonrise Kingdom|True
Morgana|True
Mosquita y Mari|True
Much Ado About Nothing|True
Neighboring Sounds|True
No|False
Not Fade Away|True
The Occupants|False
The Odd Life of Timothy Green|True
Oh Boy|False
Okami kodomo no ame to yuki|True
One for the Money|True
Out in the Dark|False
The Pact|True
Papadopoulos & Sons|False
The Paperboy|True
Paradies: Liebe|True
Paranormal Activity 4|True
ParaNorman|True
Parental Guidance|True
Paris-Manhattan|True
Passion|True
Paulette|True
People Like Us|True
The Perks of Being a Wallflower|True
The Pirates! Band of Misfits|False
Pitch Perfect|True
The Place Beyond the Pines|False
Populaire|True
The Possession|True
Premium Rush|True
Price Check|True
Privacy|True
Project X|False
Prometheus|True
Quartet|True
Qwerty|True
Radio Rebel|True
The Raven|False
Red Dawn|False
Red Tails|False
Renoir|True
Resident Evil: Retribution|True
Rise of the Animals|True
Rise of the Guardians|False
Robot & Frank|False
Rock Jocks|False
Rock of Ages|True
Ruby Sparks|True
Ruroni Kenshin: Meiji kenkaku roman tan|True
Sadako 3D|True
Safe|True
Safety Not Guaranteed|True
The Sapphires|True
Sassy Pants|True
Savages|True
Save the Date|False
The Seasoning House|True
Seeking a Friend for the End of the World|False
The Sessions|False
Seven Psychopaths|False
Shadow Dancer|True
Sightseers|True
Silent Hill: Revelation 3D|True
Silver Linings Playbook|True
Sinister|False
The Skinny|True
Skyfall|True
Sleepwalk With Me|False
Smashed|True
Smiley|True
Snackbar|False
Snow Queen|True
Snow White|True
Snow White and the Huntsman|True
So Undercover|True
Sparkle|True
Spring Breakers|True
Starlet|True
Stars Above|True
Steel Magnolias|True
Step Up Revolution|True
Stories We Tell|True
Strike Witches - The Movie|True
Struck by Lightning|True
Stuck in Love|True
Superman vs. The Elite|False
Supporting Characters|False
Sushi Girl|False
The Swing|True
Tabu|True
Tad: The Lost Explorer|False
Taken 2|False
The Tall Man|True
Tango libre|False
Tears of Steel|False
Ted|False
That's My Boy|False
Think Like a Man|True
This Is 40|True
This Means War|False
Tiger Eyes|True
Tim and Eric's Billion Dollar Movie|False
Tinkerbell and the Secret of the Wings|True
To Rome With Love|False
To the Wonder|True
Total Recall|False
Travelling Salesman|False
The Twilight Saga: Breaking Dawn - Part 2|True
Underworld: Awakening|True
V/H/S|False
Vamps|True
Vattnet|False
Violine|False
The Vow|True
Wanderlust|True
Warpaint|False
The Watch|False
What Maisie Knew|True
What to Expect When You're Expecting|True
White Alligator|True
Why Stop Now?|True
Wireboy|False
The Woman in Black|False
Women's Day (Dzien kobiet)|True
Won't Back Down|True
The Words|False
Wrath of the Titans|False
Wreck-It Ralph|True
Zero Dark Thirty|True
[REC]3 Genesis|True
Á annan veg|False
11 Flowers|True
17 Girls|True
17 Miracles|True
30 Minutes or Less|False
50/50|False
A 2nd Chance|True
A Dangerous Method|True
A Happy Event|True
A Little Bit of Heaven|True
A Lonely Place to Die|True
A Separation|True
A Simple Life|True
A torinoi lo|False
A tus espaldas|True
A Very Harold & Kumar 3D Christmas|False
Abduction|False
About Sunny|True
Absentia|True
The Adjustment Bureau|True
The Adventures of Tintin|False
Age of the Dragons|False
Alamanya|True
Albatross|True
Albert Nobbs|True
Alien Armageddon|True
Aliens vs. Avatars|True
All Superheroes Must Die|False
Alps|True
Alvin and the Chipmunks: Chipwrecked|True
Alyce Kills|True
Amber Lake|True
And if we all live together|False
Another Earth|True
Another Happy Day|True
Apart|True
Apartment 143|True
Apollo 18|False
The Art of Getting By|False
Arthur|False
Arthur Christmas|False
The Artist|False
Atlas Shrugged: Part I|True
Attack the Block|True
Attenberg|True
Au cul du loup|True
The Awakening|True
Bad Teacher|True
Barbie: Princess Charm School|True
Batman: Year One|True
Battle: Los Angeles|False
Beastly|False
Bernie|False
The Best Exotic Marigold Hotel|True
The Big Year|False
Black Butterflies|True
Black Gold|False
The Black Power Mixtape 1967-1975|True
Blackthorn|False
Blue Crush 2|True
Bridesmaids|True
Butter|True
The Cabin in the Woods|True
Cafe de Flore|True
The Caller|True
Captain America: The First Avenger|False
The Captains|False
Carnage|True
Cars 2|False
Catch .44|True
Cedar Rapids|False
Chalet Girl|True
The Change-Up|False
Circumstance|True
Cloudburst|True
Codependent Lesbian Space Alien Seeks Same|True
Colombiana|False
Combat Girls|True
Conan the Barbarian|False
Contagion|True
Coriolanus|False
Coup d'éclat|True
Courageous|True
Cowboys & Aliens|False
The Craiglist Killer|True
Crazy, Stupid, Love.|True
Cyberbully|True
Damsels in Distress|True
The Darkest Hour|True
The Dead Inside|False
Dead Space: Aftermath|False
The Decoy Bride|True
The Deep Blue Sea|True
The Descendants|True
Detachment|True
Detention|True
Deus Ex Human Revolution|True
Diary of a Wimpy Kid: Rodrick Rules|False
The Dilemma|False
The Divide|True
Dolphin Tale|False
Donovan's Echo|False
Dorfman in Love|True
The Double|False
Dream House|True
Drengen der ikke kunne svomme|False
Drive|True
The Eagle|False
Eva|True
Exit Humanity|True
Extremely Loud & Incredibly Close|False
Faces in the Crowd|True
Familiar Grounds|False
Fast Five|True
Faust|False
Final Destination 5|False
Fjellet|True
Flypaper|True
Footloose|True
Footnote|False
The Forgiveness of Blood|True
Found Memories (Historias que so existem quando lembradas)|True
Free Men|False
French Immersion|True
Friends with Benefits|True
Friends with Kids|True
Fright Night|False
From Prada to Nada|True
From Up on Poppy Hill|True
The Future|True
Ghost Rider: Spirit of Vengeance|False
Girl Walks Into a Bar|True
The Girl with the Dragon Tattoo|True
Gnomeo & Juliet|True
The Good Doctor|True
Goon|False
Gosick|True
Grave Encounters|False
The Green Hornet|False
Green Lantern|False
The Guard|False
Hall Pass|False
The Hangover Part 2|False
Hanna|True
Hara-Kiri: Death of a Samurai|False
Harry Potter and the Deathly Hallows: Part 2|True
Hasta la Vista|False
Haywire|False
Headhunters|False
Hell|True
The Help|True
Hesher|False
Hick|True
The Hidden Face|False
Higher Ground|True
Himizu|True
Hobo with a Shotgun|False
Hoodwinked Too! Hood vs. Evil|True
Hop|False
Horrible Bosses|True
House of Tolerance|True
Hugo|True
The Human Centipede II (Full Sequence)|False
The Hunter|False
Hysteria|True
I Am Nasrine|True
I Am Number Four|False
I Don't Know How She Does It|True
Ides Of March|False
Immortals|False
In Time|False
The Inbetweeners Movie|False
The Innkeepers|True
Inventory|True
Iris|True
The Iron Lady|True
Jack and Jill|True
Jackpot (Arme Riddere)|False
Jamie and Jessie Are Not Together|True
Jane Eyre|True
Jeff, Who Lives at Home|True
Jin ling shi san chai|True
Jiro Dreams of Sushi|False
Joe and Belle|True
Johnny English Reborn|True
Juan of the Dead|False
Jumping the Broom|True
Just Go with It|True
K-ON! Movie|True
Kill List|True
Killer Elite|False
Kiss Me|True
Kung Fu Panda 2|True
L!fe Happens|True
L'amour dure trois ans|True
L'art d'aimer|True
La Leyenda de la Llorona|True
Last Call at the Oasis|True
Le Chat du Rabbin|True
Le Havre|True
Le Skylab|True
Lemonade Mouth|True
Les Tuche|True
The Lie|True
Life Without Principle|True
Like Crazy|True
Limitless|False
The Lincoln Lawyer|False
Little Birds|True
The Little Engine That Could|True
Lloyd the Conqueror|False
The Loneliest Planet|False
Lovely Molly|True
Margaret|True
Margin Call|False
Mars Needs Moms|True
Martha Marcy May Marlene|True
Masks|True
Mean Girls 2|True
The Mechanic|False
Melancholia|True
Michael|True
Midnight in Paris|True
Mientras duermes|False
Mildred Pierce|True
Mission: Impossible - Ghost Protocol|False
Mitsuko Delivers|True
Moneyball|False
Monsieur Lahzar|True
Monte Carlo|True
Moon Point|False
The Moth Diaries|True
Moy papa Baryshnikov|False
Mr. Popper's Penguins|False
The Muppets|False
My Piece of the Pie|True
My Week with Marilyn|True
New Year's Eve|True
Nicostratos le pelican|False
No One Killed Jessica|True
No Strings Attached|True
October Baby|True
Once upon a time in Anatolia|False
Once Upon a Warrior|True
One Day|False
The Oranges|True
Oslo, 31. august|False
Our Idiot Brother|True
Page One: Inside the New York Times|False
Parada|True
Paranormal Activity 3|True
Pariah|True
Paul|True
Peace, Love, & Misunderstanding|True
The Perfect Family|True
Perfect Sense|True
Phase 7|False
Pirates of the Caribbean: On Stranger Tides|False
Polisse|True
Priest|True
The Princess and the Pony|True
Prom|True
Puss in Boots|False
Quarantine 2: Terminal|True
The Raid: Redemption|False
Rango|False
Real Steel|False
Red Riding Hood|True
Red State|True
Restless|True
Rid of Me|True
Rio|False
Rise of the Planet of the Apes|False
The Rite|True
Roller Town|True
The Roommate|True
Ruggine|True
The Rum Diary|False
Rundskop|False
S.W.A.T.: Firefight|False
Salmon Fishing in the Yemen|False
Samsara|False
Saving Face|True
Scott and Bailey|True
Scream 4|True
Shame|False
She Monkeys|True
Sherlock Holmes: A Game of Shadows|False
The Shunning|True
Silent House|True
Singham|False
The Sitter|True
The Skin I Live In|True
Sleeping Beauty|True
Sleeping Sickness (Schlafkrankheit)|False
Sleepless Night|False
The Smurfs|True
Snow Flower and the Secret Fan|True
The Sorcerer and the White Snake|True
Soul Surfer|True
Sound of My Voice|True
Source Code|False
The Source|True
Starbuck|False
State of Emergency|False
Straw Dogs|False
Sucker Punch|True
The Sunset Limited|False
Super 8|True
Take Shelter|True
Take This Waltz|True
Teen Spirit|True
Terraferma|True
Thespians|True
The Thing|False
This is not a film|False
This Must Be the Place|False
Thor|True
The Three Disappearances of Soad Hosni|True
The Three Musketeers|False
Tinker Tailor Soldier Spy|False
Tomboy|True
Too Big to Fail|False
Toutes nos envies|True
Tower Heist|False
Transformers: Dark of the Moon|True
The Tree of Life|False
Trishna|True
Turn Me On, Dammit!|True
The Twilight Saga: Breaking Dawn - Part 1|True
Tyrannosaur|False
Union Squre|True
Unknown|False
The Unleashed|True
Untouchable|False
Violet & Daisy|True
W.E.|True
Wake Wood|True
War Horse|False
Warrior|False
Water for Elephants|False
We Bought a Zoo|False
We Have a Pope|False
We Need to Talk About Kevin|True
Weekend|False
What's Your Number|True
When Pigs Have Wings|False
Where Do We Go Now?|True
Win Win|True
Winnie the Pooh|False
Without Men|True
The Woman|True
Wuthering Heights|False
X-Men: First Class|True
xxxHolic Ro Adayume|False
The Year Dolly Parton Was My Mom|True
Yelling to the Sky|True
You Instead|True
You're Next|True
Young Adult|True
Your Highness|False
Your Sister's Sister|True
'Tamara Drewe'|True
127 Hours|True
13 Assassins|False
16 Wishes|True
18 comidas|False
22 Bullets / L'immortel|False
30 Days of Night: Dark Days|True
4.3.2.1|True
A Bag of Hammers|True
A Little Help|True
A Marine Story|True
A Nightmare on Elm Street|True
The A-Team|False
Abel|True
The Accursed|False
Aftershock|True
Alice in Wonderland|True
All About Evil|True
Amador|True
The Amazing Bulk|False
The American|False
An Invisible Sign|True
And Soon the Darkness|True
Animal Kingdom|False
Another Year|True
Arrietty|True
The Back-up Plan|True
Bal|False
Band Baaja Barat|True
Bandage|True
Barbie in a Mermaid Tale|True
Barney's Version|True
Basilicata Coast to Coast|True
Batman: Under the Red Hood|False
BearCity|False
Bedevilled|True
Beginners|False
Beyond the Black Rainbow|False
Bill Cunningham New York|True
Biutiful|False
Black Swan|True
Black Venus|True
Blue Valentine|False
Book of Eli|True
Boy|False
Boy Wonder|True
Bratz: Pampered Petz|True
Break Ke Baad|True
Browncoats: Redemption|True
Buried|False
Burlesque|True
Ca$h|False
Cairo 678|True
Camp Rock 2: The Final Jam|True
Carancho|True
Casino Jack|False
Catfish|False
Cemetery Junction|False
Centurion|False
Ceremony|False
Certified Copy|True
Charlie St. Cloud|False
Chasing Legends|False
Chico & Rita|False
The Chronicles of Narnia: The Voyage of the Dawn Treader|True
Clash of the Titans|True
The Client List|False
The Clinic|True
The Clock|True
Como Esquecer|True
Confessions (Kokuhaku)|True
The Conspirator|True
Conviction|True
Cop Out|False
The Corridor|False
Country Strong|True
The Crazies|True
Cyrus|False
Das letzte Schweigen|True
Date Night|True
Daydream Nation|True
Dear John|False
The Debt|True
Denizen|False
Despicable Me|True
Detective Dee and the Mystery of the Phantom Flame|True
Devil|True
Diary of a Wimpy Kid|True
Diciotto anni dopo|False
Dinner for Schmucks|False
The Disciple|False
Don't Be Afraid of the Dark|True
Dos hermanos|True
Due Date|False
Dylan Dog: Dead of Night|False
Easy A|True
Eat Me!|True
Eat, Pray, Love|True
Edge of Darkness|False
El dios de madera|True
Elektra Luxx|True
Elena Undone|True
Elle s'appelait Sarah (Sarah's key)|True
Enthiran|True
Essential Killing|False
Everything Must Go|False
Exit Through the Gift Shop|False
The Expendables|False
The Experiment|False
The Extraordinary Adventures of Adele Blanc-Sec|True
Fair Game|True
Fanny, Annie & Danny|True
Faster|False
Feeding Frenzy|True
The Fighter|False
First Night|True
Flipped|True
Food Stamped|True
For 80 Days|True
For Colored Girls|True
Four Lions|False
The Four-Faced Liar|True
Frankie and Alice|True
Get Him To The Greek|False
The Ghost Writer|False
Going Postal|False
Going the Distance|True
The Good Witch's Gift|True
The Great Vazquez|True
Green Zone|False
Greenberg|False
Grown Ups|True
Gunless|False
The Hairdresser|True
Halo: Legends|False
Happythankyoumoreplease|False
Harriet the Spy: Blog Wars|True
Harry Potter and the Deathly Hallows: Part 1|True
Heartbeats|False
The Heavy|False
The Hollywood Complex|True
Hot Tub Time Machine|False
The Housemaid|True
How Do You Know|True
How I ended this summer|False
How to Train Your Dragon|True
Howl|False
The Human Resources Manager|False
Hunter Prey|False
Hypothermia|True
I Am Love|True
I Saw the Devil|False
I Will Follow|True
The Illusionist|False
Incendies|True
Inception|True
Insidious|True
Into Our Own Hands|True
Ip Man 2|False
Iron Man 2|True
It's Kind of a Funny Story|False
Jack and the Beanstalk|False
Jack goes boating|False
Jo's Boy|False
Jucy|True
Just Wright|True
Justice League: Crisis on Two Earths|False
Kaboom|True
The Karate Kid|True
Kick-Ass|False
The Kids Are All Right|True
The Killer Inside Me|False
The Killing Jar|True
King of Devil's Island|False
The King's Speech|True
Knight and Day|False
La tete en friche|False
The Last Airbender|False
The Last Exorcism|True
The Last Song|True
Leading Ladies|True
Leap Year|True
Legion|True
Les emotifs anonymes|True
Let Me In|False
Letters to Juliet|True
Little White Lies|True
London Boulevard|False
Los ojos de Julia (Julia's Eyes)|True
The Losers|False
The Lottery|True
Love and Other Drugs|False
Love in a puff|False
Love Like Poison|True
MacGruber|False
Machete|True
Made In Dagenham|True
Majorite opprimee|False
Meek's Cutoff|False
Megamind|False
Middle Men|False
Mine vaganti|True
Monga|False
Mongolian Death Worm|True
Monsters|False
Morning Glory|True
Mozart's Sister|True
My Babysitter's a Vampire|True
My Soul to Take|True
Mysteries of Lisbon|True
Nanny McPhee and the Big Bang|True
Never Let Me Go|True
The Next Three Days|True
Night Catches Us|True
Norwegian Wood|True
Of god and men (Des hommes et des dieux)|False
Omae Umasou da na|False
On Tour|True
Oranges and Sunshine|True
The Other Guys|False
Our Family Wedding|True
Outside the Law|False
Paranormal Activity 2|True
Peacock|False
Percy Jackson & the Olympians: The Lightning Thief|True
Pete Smalls Is Dead|False
Pink Saris|True
The Place in Between|True
Please Give|True
Poetry|True
Post Mortem|False
Potiche|True
Predators|False
Predicament|False
Pretty Little Liars|True
Prince of Persia: The Sands of Time|False
R U There|False
Rabbit Hole|True
Ramayana: The Epic|False
Ramona and Beezus|True
Rare Exports|False
Red|False
Red: Werewolf Hunter|True
The Reef|False
Remember Me|True
Repo Men|True
Resident Evil: Afterlife|True
Restrepo|False
Revenge of the Bridesmaids|True
The Romantics|True
Room in Rome|True
Rubber|True
The Runaways|True
Salt|True
Sasha|False
Scooby-Doo! Camp Scare|True
Score: A Hockey Musical|False
Scott Pilgrim vs. the World|True
Secretariat|True
Secuestrados|True
Senna|False
Sex and the city 2|True
Shrek Forever After|False
The Shrine|True
Shutter Island|False
Simple Simon|False
Skeletons|True
Skyline|True
Small Town Murder Songs|True
Snabba cash|False
The Social Network|False
Somewhere|True
The Sorcerer's Apprentice|False
Sound of Noise|False
Space Dogs|True
Spiderhole|True
The Spy Next Door|True
Stake Land|False
Standing Ovation|True
Steam of Life|False
Stonehenge Apocalypse|True
Submarine|False
Submarino|False
Super|False
Superman/Batman: Apocalypse|True
Surely Someday|False
The Switch|False
Takers|False
Tangled|True
Tekken|False
The Tempest|True
Temple Grandin|True
Third Star|False
Time Traveller (Toki o Kakeru Shojo)|True
Tinker Bell and the Great Fairy Rescue|True
Tiny Furniture|True
Titanic II|True
Tomorrow, When the War Began|True
The Tourist|False
The Town|False
Toy Story 3|True
Transfer|True
Trigger|True
The Trip|False
Triple Dog|True
TrollHunter|False
Tron Legacy|False
True Grit|True
Tucker and Dale vs Evil|True
Turbulent Skies|True
Twelve Thirty|True
The Twilight Saga: Eclipse|True
Una hora mas en Canarias|True
Uncle Boonmee Who Can Recall His Past Lives|True
Une vie de chat|True
Unstoppable|True
Valentine's Day|True
Valkaama|False
Vanishing on 7th Street|False
Viva Riva!|True
Wall Street: Money Never Sleeps|True
The Ward|True
The Way Back|False
The Way|False
We are The Night (Wir sind die Nacht)|True
Welcome to the Rileys|True
West Is West|True
When in Rome|True
The Whistleblower|True
Who We Are|False
Wild Target|False
Winter's Bone|True
The Wolfman|False
Womb|True
The Women on the 6th Floor|True
Wrecked|False
XXXHOLiC: Ro|True
YellowBrickRoad|True
Yogi Bear|False
You Again|True
You Will Meet a Tall Dark Stranger|True
"""Chess in Concert"""|False
(500) Days of Summer|False
(Untitled)|False
12 Men of Christmas|True
17 Again|True
2012|False
3 Idiots|False
44 Inch Chest|False
9|False
A Perfect Getaway|True
A Prophet (Un Prophete)|False
A Serious Man|False
A Single Man|False
A Town Called Panic|False
About Elly|True
Accidents Happen|True
According to Greta|True
Adam|False
Adventureland|True
After.Life|False
Agora|False
Air Doll|False
Ajami|False
Albino Farm|True
Alice|True
Aliens in the Attic|True
All About Steve|True
Amelia|True
An Education|True
And Then Came Lola|True
Angels & Demons|False
Antichrist|False
Armored|False
The Assassin Next Door|True
Astro Boy|True
Attack on Leningrad|True
Avatar|False
Away We Go|True
Awaydays|False
The Bad Lieutenant: Port of Call - New Orleans|True
Beautiful Kate|True
Beeswax|True
Big Font. Large Spacing|True
Bitch Slap|True
Black Dynamite|False
The Blind Side|False
Blood: The Last Vampire|True
The Boat That Rocked|True
The Boondock Saints II: All Saints Day|False
The Box|True
Brüno|False
Bran Nue Dae|False
Breaking Upwards|True
Bride Wars|True
Brief Interviews With Hideous Men|False
Bright Star|True
Bring It On: Fight to the Finish|True
Broken Embraces|True
Brooklyn's Finest|False
Brothers|True
Butter bei die Fische|True
C Me Dance|True
Cairo Time|True
Capitalism: A Love Story|False
Cargo|True
Carriers|True
Case 39|True
Celda 211|False
Cherrybomb|False
Children of the Corn|True
Chloe|True
Chohatsu Daikaiju Gehara|False
The City of Your Final Destination|True
Cloudy with a Chance of Meatballs|False
Coco avant Chanel|True
Coco Chanel & Igor Stravinsky|False
The Concert|False
Confessions of a Shopaholic|True
Cooking with Stella|True
Coraline|True
Cosmonauta|True
Cracks|True
Crossing Over|True
The Cry of the Owl|False
Dance Subaru|True
The Dancer and the Thief|False
David's Birthday|True
Daybreakers|False
Dead Hooker in a Trunk|True
Dead Like Me: Life After Death|True
Dead Snow|False
Deadline|True
Dear Lemon Lima|True
Defendor|False
The Descent: Part 2|True
Desert Flower|True
The Disappearance of Alice Creed|False
District 9|False
Do Comeco ao Fim|False
Dogtooth|True
Dom zly|False
Dorian Gray|False
The Double Hour|True
Drag Me to Hell|True
Drool|True
Duplicity|False
Echelon Conspiracy|False
El nino pez|True
El traspatio (Backyard)|True
Elsewhere|True
Enter the Void|False
Evangelion: 2.0 You Can (Not) Advance|True
Everybody's Fine|False
Exam|True
Exit 117|False
Eyes Wide Open|False
Fantastic Mr. Fox|False
Fast & Furious|False
Fatal Rescue|False
The Final Destination|True
Finding Bliss|True
Fired Up!|False
Fish Tank|True
The Fourth Kind|True
Frequently Asked Questions About Time Travel|False
Friday the 13th|True
Fruit Fly|True
Funny People|False
Futurama: Into the Wild Green Yonder|True
G-Force|False
G.I. Joe: The Rise of Cobra|False
Gamer|False
Georgia O'Keeffe|True
Get Low|False
Ghosted|True
The Girl (Flickan)|True
The Girl Who Kicked the Hornets' Nest|True
The Girl Who Played with Fire|True
The Girlfriend Experience|True
Go get some rosemary|False
The Good Guy|True
The Good Witch's Garden|True
Grey Gardens|True
Hachi: A Dog's Tale|False
The Hangover|False
Hannah Free|True
Harry Brown|False
Harry Potter and the Half-Blood Prince|True
He's Just Not That Into You|True
Headhunter|False
Heartless|False
Helen|True
Hideaway (Le refuge)|True
The Hole|True
The Horde|False
The House of the Devil|False
Hua Mulan|True
The Human Centipede (First Sequence)|True
Humpday|False
I can do bad all by myself|False
I Come with the Rain|False
I Love You Phillip Morris|False
I Love You, Man|False
Ice Age: Dawn of the Dinosaurs|False
Il richiamo|True
The Imaginarium of Doctor Parnassus|False
In the Electric Mist|False
In the Loop|True
Infestation|True
The Informant!|False
Inglourious Basterds|True
Ink|True
The Invention of Lying|False
Invictus|False
It's Complicated|True
J'ai tué ma mère|False
Jaffa|True
Jennifer's Body|True
The Joneses|True
Ju-on: Black Ghost|True
Ju-on: White Ghost|True
Julie & Julia|True
Kaiji: The Ultimate Gambler|False
Killer Bean Forever|False
Knowing|False
Land of the Lost|False
The Last House on the Left|True
Last of the Living|False
The Last Station|True
Last Train Home|True
Law Abiding Citizen|True
Le hérisson|True
Lebanon|False
Lesbian Vampire Killers|True
Life During Wartime|True
The Limits of Control|False
Little Girl|True
London River|True
Looking for Eric|False
Los viajes del viento|False
Lost Persons Area|False
Lourdes|True
Love Happens|True
Love Takes Wing|True
The Lovely Bones|True
Madea Goes to Jail|False
Madeo|True
The Maid|True
The Maiden Heist|False
Make the Yuletide Gay|True
Map of the Sounds of Tokyo|False
Mary and Max|False
Mega Shark vs Giant Octopus|False
The Men Who Stare at Goats|False
The Messenger|False
Micmacs (Micmacs à tire-larigot)|True
The Milk of Sorrow|True
Modern Family|True
Monsters vs Aliens|True
Moon|False
Mother and Child|True
Mr. Nobody|False
Mutants|True
My Bloody Valentine 3D|False
My Last Five Girlfriends|True
My Queen Karo|True
My Sister's Keeper|True
My Son, My Son, What Have Ye Done|False
Mystery Team|False
Nasty Old People|True
Natale a Beverly Hills|False
New Moon|True
Ngai chai dor ching|False
Nine|False
Ninja Assassin|False
Not Since You|False
Nothing Personal|True
Nowhere Boy|True
Ondine|True
One Hot Summer|False
Opie Gets Laid|True
Orphan|True
OSS 117: Lost in Rio|False
Our Summer in Tehran|True
Paa|False
Pandorum|False
Paper Heart|True
Perrier's Bounty|False
Planet 51|False
Police, Adjective|False
Polytechnique|True
Precious: Based on the Novel Push by Sapphire|True
The Princess and the Frog|True
Princess Protection Program|True
The Private Lives of Pippa Lee|True
Professor Layton and the Eternal Diva|True
The Proposal|False
Public Enemies|False
Push|True
Queen to Play|True
Red Riding: In the Year of Our Lord 1974|False
Redline|True
Reservoir Hill|True
Reykjavik Whale Watching Massacre|True
The Road|False
RoboGeisha|True
Scheherazade Tell Me a Story|True
The Scouting Book for Boys|False
The Secret in Their Eyes|False
The Secret of Kells|False
Serious Moonlight|False
She, a Chinese|False
Sherlock Holmes|False
The Skeptic|False
The Slammin' Salmon|True
The Soloist|False
Solomon Kane|True
Sorority Row|True
Soul Kitchen|False
Splice|True
Spring Breakdown|True
Star Trek|True
State of Play|True
Still waiting|True
Storm|True
Suck|False
Summer Wars|True
Surrogates|False
Survival of the Dead|False
Surviving Evil|True
The Taking of Pelham 123|False
Taking Woodstock|False
Tales from the Catholic Church of Elvis!|True
Technotise - Edit i ja|True
Terminator Salvation|False
Thick as Thieves|False
Thirst (Bakjwi)|True
The Time Traveler's Wife|True
TiMER|False
Tinker Bell and the Lost Treasure|True
Tournament|False
Transformers: Revenge of the Fallen|True
Triangle|True
Tsar|False
The Ugly Truth|False
The Unborn|True
Uncertainty|True
Undertow|True
Underworld: Rise of the Lycans|False
The Uninvited|True
The Unloved|True
Up|False
Up in the Air|False
Valhalla Rising|False
Vampire Girl versus Frankenstein Girl|True
Veronika Decides to Die|True
Villa Amalia|True
Vision - Aus dem Leben der Hildegard von Bingen|True
Watchmen|True
Whatever Works|True
Where the Wild Things Are|False
Whip It|True
White Material|True
Whiteout|True
Wild About Harry|True
The Wild Hunt|False
The Wrong House|True
X-Men Origins: Wolverine|True
XXXHOLiC: Shunmuki - Kouhen|True
XXXHOLic: Shunmuki - Zenpen|True
Year of the Carnivore|True
Year One|True
Yesterday Was a Lie|True
The Young Victoria|True
Youth in Revolt|False
Zombieland|True
[Rec] 2|False
10,000 BC|False
21|True
27 Dresses|True
35 Shots of Rum|True
A Wednesday|False
Aanrijding in Moscou|True
Adulthood|False
Ai no mukidashi|True
All about women|True
The Alphabet Killer|True
American Violet|True
Angus, Thongs and Perfect Snogging|True
Appaloosa|False
Ashes of Time Redux|False
Australia|False
The Baader Meinhof Complex|True
Baby Mama|True
The Bank Job|True
Barbie and the Diamond Castle|True
Be Kind Rewind|False
The Beaches of Agnes|True
Bedtime Stories|True
Bi the Way|True
Bienvenue chez les Ch'tis|False
Birdemic|True
Birds of America|True
Bleach: Fade to Black, I Call Your Name|True
Blind Loves|False
Blindness|True
Bolt|True
Bonnie & Clyde vs. Dracula|True
Bottle Shock|False
The Boy in the Striped Pajamas|True
Brideshead Revisited|False
Bronson|False
The Brothers Bloom|True
Burn After Reading|False
The Burning Plain|True
Camino|True
Camp Rock|True
Casi divas|True
Changeling|True
The Chaser|False
Che: Part One|False
Chi bi (Red Cliff)|False
The Chronicles of Narnia: Prince Caspian|True
Ciao|False
City of Ember|True
CJ7 (Changjiang 7 hao)|False
Clash of the Santas|True
Cloverfield|True
Coco Chanel|True
The Curious Case of Benjamin Button|True
Damn Bastard!|False
Dance of the Dead|False
